ID,TITLE,LOCATION,SALARY,SUMMARY
https://kr.indeed.com/viewjob?jk=2485e93043545d8a,인간중심 지능형 시스템 연구실 위촉연구원,광주 북구,,"및 인간 대상 연구 수행) 공학 학사학위 이상 C#기반 SW개발 가능자 우대사항 ① 이외 개발언어 ( Python, C++, JAVA, MFC, QT 등) 기반 SW(앱/웹 포함) 개발 가능자 ② 인간대상연구 경험자..."
https://kr.indeed.com/viewjob?jk=21b52179bfa03e6f,KAIST 문화기술연구소 비주얼미디어연구실(노준용 교수) 연수연구원 및 위촉연구원(전문연구요원 포함) 모집...,대전 유성구,,"및 비전 분야 박사 학위 소지자 - 컴퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫폼 및 프로그램 개발을 위한 논문 구현... 퓨터 프로그래밍 가능자 (C++, Python 등 ) ※ 콘텐츠 제작 플랫..."
https://kr.indeed.com/viewjob?jk=c988eaf9cbcecca9,new에프앤가이드 - 각 부문 (전문연구요원 포함),대한민국,,"이공계열 석사학위 이상 취득(예정)자 - 우대사항 : ㆍ SQL, python, R 개발경험 소유자 디지털금융팀 - 담당업무 : ㆍ마이데이터 및... 문을 이해/구현 가능한 분 ㆍ Python 등의 언어를 이용한 서비스 개발..."
https://kr.indeed.com/viewjob?jk=042975d09eec3f1a,newIntern - Research (Crime Innovation),대전,,"analysis tools or programming languages (e.g. STATA, R, Python, etc... data visualization software (e.g. Tableau..."
https://kr.indeed.com/viewjob?jk=c80b67aa02a7b226,인공지능연구소 우수인력 초빙 - 연구원 및 연구관리직 -,광주 북구,,"기술 컴퓨터사이언스, 머신러닝, 컴파일러, 자연언어 처리, 네트워킹, 지능형 센서 관련 지식 Python/Java/C++/Web/App/API 프로그래밍, 딥러닝, 자연어처리, TCP/IP 등에 대한 지식 필요기술..."
https://kr.indeed.com/viewjob?jk=45e2530522c7472a,"Python, 인공지능(AI) 외 신입/경력 정규직",성남 분당구,,제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB|인터넷·IT·통신·모바일·게임>ERP...
https://kr.indeed.com/viewjob?jk=3e80435be74cd28f,블록체인인터넷경제연구센터 위촉연구원,광주 북구,,업무) 지원자격 연구직 O명 블록체인 연구 및 프로그래밍 제작 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 3) 블록체인 개발 경험자 우대 4) 컴퓨터공학 및 컴퓨터사이...
https://kr.indeed.com/viewjob?jk=394361af14d72d5c,2021년 7월 경력사원 (데이터 개발),과천 과천시,,"Field Validation 경험 - 데이터 분석 및 Modeling Tool 활용 능력 (Matlab, Python, R 활용) - EV배터리시스템 구조 및 전장품 설계 역량 - 전기차 및 충전기 기술 이해도 - 개발자..."
https://kr.indeed.com/viewjob?jk=d4c94aa1d7e84908,new금융 데이터 분석 및 모델 개발,대한민국,,"지원 가능) 우대사항 ㆍ통계 분석 알고리즘 이해 및 활용 능력 보유 ㆍ데이터분석/모델링을 위한 언어(R/ Python 등) 활용 경험 ㆍ금융관련 자걱증 소지자(CFA, FRM, 투자자산운용사 등) ㆍIT 관련 자격증 소지자..."
https://kr.indeed.com/viewjob?jk=a7c68eba65a950aa,지스트 블록체인경제센터 계약직연구원,광주 북구,,구직 1명 블록체인 개발 블록체인 경제 블록체인 하드포크 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
https://kr.indeed.com/viewjob?jk=89e950ed2c4c223e,유니컴퍼니 응용프로그램 개발 및 소프트웨어 개발자,광주 동구,"월급 1,800,000원 - 2,000,000원",이상의 언어 사용이 가능한 자 [경력 조건] - 신입가능 - 경력자(2년이상)_임금협의가능 [우대 사항] - Python 사용이 가능한자 - AI 시스템에 관심이 많은자 - 임베디드 시스템 개발 경험자 - 컴퓨터/시스템공학...
https://kr.indeed.com/viewjob?jk=259e9e445ec31029,new신입 및 경력직원 수시,대한민국,,"이상 소지자 2. 경영, 경제, 통계학, 금융공학 전공자 우대 3. 프로그래밍 경험자(MS Office, Python 등) (2) 모집부서: <대체투자본부> *포지션: 경력 *담당업무 - 비시장성지분증권, 대체투자자산 평가..."
https://kr.indeed.com/viewjob?jk=2e92c3395a4331bf,new2021년 8월 생산기술 신입사원 수시,청주 오창읍,,"우대사항] - 프로그래밍 언어( Python, Unity, C++ 등) 가능... 탐지/예측 알고리즘 개발 [필수사항] - 데이터분석,시각화,머신러닝, Python, R 등 활용능력 보유자 [우대사항] - 기계류 고장진단/예지 분야..."
https://kr.indeed.com/viewjob?jk=78d1ec77f4a5e0dc,기후 분석&모델링연구실 시간제연구원,광주 북구,,"수행 ① 국내외 4년제 대학교 환경공학관련분야 학사 이상 학위소지자로서, ② Fortran, GrADS, python 중 1개 이상의 프로그램 언어 사용 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은..."
https://kr.indeed.com/viewjob?jk=bd193d0bff4cc42f,2021년 스마트팩토리 및 품질관리 전문인력 양성과정 교육생,천안 동남구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=7b314f7d2a99c2ea,지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주 북구,,"기획 블록체인 연구·개발·하드포크 1) 박사 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/Go 프로그래밍 가능자 1명 시간제 (주20시간) (월-목, am10-pm4) 우대사항..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=8b4bf6a9bddc4d7e,"new[전주]-[신입/경력]랜선하우스 웹개발, Python",전주 완산구,,"(유)랜선하우스부동산투어[전주]-[신입/경력]랜선하우스에서 웹개발, Python 모집합니다. 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]웹... 웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
https://kr.indeed.com/viewjob?jk=05121752364559cb,[보안기술] 보안 솔루션 엔지니어(정규직),대한민국,,"고도화 및 효율화 - 정보보호시스템 로그 관리 및 분석 [자격사항] - 보안 관련 실무 경력 3년 이상 - Python, Shell 등 언어 사용 능력을 보유한 분 - 상용 솔루션 및 각종 OS 등의 취약점 분석 및 대응..."
https://kr.indeed.com/viewjob?jk=98c2229e57d4ee1f,전기전자컴퓨터공학부(바이오컴퓨팅연구실) 위촉연구원,광주 북구,,"국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대 ② 컴퓨터 프로그램밍 (Matlab, Python, C++등) 가능자 ③ 뇌파 측정 및 분석 2년 이상 경력 ➃ 딥러닝 기술 개발 경험 결격사유..."
https://kr.indeed.com/viewjob?jk=6531d039395a3ffe,"토탈제어시스템, 임베디드(Embedded) 외 신입/경력 인턴",광주 광산구,,"개발에 참여할 많은 분들의 도전을 기다립니다. 2. LabVIEW, Python 가능자 우대 엔아이스퀘어 토탈제어시스템, 임베디드(Embedded... 니다. 2. LabVIEW, Python 가능자 우대 [우대사항] 전공..."
https://kr.indeed.com/viewjob?jk=578e3e5a5bd7b10d,new2021년 하반기 Python/백엔드/프론트엔드/PHP,경상남도 통영,"연봉 21,870,000원 - 25,000,000원",블루오션영어조합법인 2021년 하반기 Python/백엔드/프론트엔드/PHP外 모집합니다 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]ㆍ스마... 웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),제주도 제주,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류 지원..."
https://kr.indeed.com/viewjob?jk=67503f27b0365593,인간중심 지능형 시스템 연구실 시간제 연구원,광주 북구,,"우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령에 의거하여 우대 ② 이외 개발언어 ( Python, C++, JAVA, MFC, QT 등) 기반 SW(앱/웹 포함) 개발 가능자 ③ 인간대상연구 경험자..."
https://kr.indeed.com/viewjob?jk=d425b24146af3fa1,지구·환경공학부 환경시스템공학 연구실 위촉연구원,광주 북구,,"험수행 ① 국내외 4년제 대학교 환경공학관련분야 학사 이상 학위소지자로서, ② MATLAB, R, 그리고 Python 중 1개 이상의 프로그램 언어를 다룰 줄 알며, ③ 공고일 기준 2년 이내 아래의 공인영어성적 소지자..."
https://kr.indeed.com/viewjob?jk=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
https://kr.indeed.com/viewjob?jk=dea770e40ab966f3,new2021년 하반기 AVIKUS 신입 및 경력사원,서울,,"래밍 (C/C , Python 등) 기술 근무지 서울 모집인원 0명 직무 아비커스 (신입/경력) 희망업무 웹서비스 근무형태 정규직 자격요건 - Design Pattern를 고려한 시스템 설계 경험 - Python 기반 병렬성..."
https://kr.indeed.com/viewjob?jk=794e209e405f4fc0,지스트 블록체인경제센터(강남소재) 계약직연구원,광주 북구,,구직 명 블록체인 개발 블록체인 경제 블록체인 하드포크 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
https://kr.indeed.com/viewjob?jk=ee0292c7c2849697,new[LNG발전소] 데이터분석 전문가,충청남도,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=cb21526dd46b0f90,인공지능 등 신기술 분야 경력직 인재,대한민국,,"수요건1 (인공지능 전문가 분야) - 인공지능 및 머신러닝/딥러닝 등 AI관련 지식과 기술의 보유 - R, Python 중 하나 이상의 분석 언어를 사용하여 인공지능 모형 구현 가능 필수요건2 (인공지능 등 신기술의 적용..."
https://kr.indeed.com/viewjob?jk=674370fd38bce0dd,지스트 블록체인경제센터(강남소재) 계약직(연구원),광주 북구,,블록체인 경제 블록체인 하드포크 1) 4년대 대학 이상 졸업자 2) SW프로그래밍 제작 경험자 3) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
https://kr.indeed.com/viewjob?jk=77d8e0149dad533b,블록체인인터넷경제 연구센터 위촉연구원,광주 북구,,구직 명 블록체인 개발 블록체인 경제 블록체인 하드포크 1) SW프로그래밍 제작 경험자 2) Python/C/Java/Go 프로그래밍 가능자 우대사항 ① 국가보훈대상자(취업보호대상자) 및 장애인은 관련 법령...
https://kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com/viewjob?jk=f6fd63cfa837b324,DBA 모집,성남 판교역,,"에 대한 이해 - Script( python, bash, powershell... MONGODB , CASSANDRA 대규모 서비스 운영 경험 - Python 스크립트로 데이터베이스 프로젝트 개발 경험 제출서류 필수 제출서류 없음..."
https://kr.indeed.com/viewjob?jk=28f63647d808ffe6,new[한화테크윈] 2021년 하반기 수시,성남 분당구,,터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)
https://kr.indeed.com/viewjob?jk=b341f2c493dfecfa,"new[국비교육/연계] ADT캡스(구 SK인포섹) 클라우드보안, 데이터보안 전문가 양성과정 교육생",경기도,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=9ab2041ab3380a21,카카오톡 안티어뷰징을 위한 데이터/백엔드 엔지니어 및 머신러닝 전문가 모집,성남 판교역,,"Engineer, Data Scientist 해당 분야에서 활용되는 언어 및 도구를 능숙하게 다룰 수 있는 분( Python, Scala, PyMC, PySpark, Tensorflow 등) 우대 사항 컨테이너 환경에서의..."
https://kr.indeed.com/viewjob?jk=7c19ff88836f8869,고등광기술연구소 전문연구요원,광주 북구,,"고출력 펄스형/극초단 광섬유 레이저, 레이저/고암섬유 레이저, 레이저 인공지능 융합연구, matlab/ python/ FPGA / Raspberry Pi 등 (경험자 우대) 우대사항 ① 국가보훈대상자(취업보호대상자) 및..."
https://kr.indeed.com/viewjob?jk=e60f8a3d20759f92,(주)유니컴퍼니 응용프로그램 개발 및 소프트웨어 개발자,광주 동구,"월급 1,850,000원",한개 이상의 언어 사용이 가능한 자[경력 조건]- 신입가능- 경력자(2년이상)_임금협의가능[우대 사항]- Python 사용이 가능한자 - AI 시스템에 관심이 많은자- 임베디드 시스템 개발 경험자- 컴퓨터/시스템공학- 정보처...
https://kr.indeed.com/viewjob?jk=ea9918b20aa10f90,Applications Engineer (CATS/SmartMRC),대한민국,,"manufacturing technology Scripting skills for Linux, TCL, Python, Perl Excellent communication and organizational skills..."
https://kr.indeed.com/viewjob?jk=9c15d2c0cd7b70d8,프론트엔드개발 인공지능바이오제약코스닥기업,서울특별시,,"개선과 신규 서비스의 UI, 기능을 설계 및 개발 ※ 지원자격 - python 개발 경험(기본) - non-sql DB, sql DB 중 1개 이상... 사용 경험 - 풀스택 개발자 - python, C# 동시 사용 ※ 지원방..."
https://kr.indeed.com/viewjob?jk=e36b281df2933890,[위메프서비스] E-Commerce 데이터엔지니어/NLP개발자(정규직),대한민국,,개발 경력 3년 이상 - 분산파일 시스템 Hadoop 및 Spark 경험이 있는 분 - Java 및 Python 개발 능력을 보유한 분(중급 이상) - Hadoop Ecosysterm 운영 및 유지보수 경험이 있는 분...
https://kr.indeed.com/viewjob?jk=cf747f81b4fab2cc,Brion Field Application Engineer_Hwasung,대한민국,,flexible - Middlelevel knowledge of Linux/Unix OS - Preferredto have high-level programming skill for python and lualanguage.
https://kr.indeed.com/viewjob?jk=e9fd513180126dd2,new석유화학사업본부 AI/BIg Data 분야 경력사원,서울 영등포구,,모델 구축 (연간 과제 수행 건수 : 3~4건) - 주요 언어는 Python이며 R도 가능(C등 Compiler 언어는 미사용) - Decision... 알고리즘 활용 역량 - Python/C++/Java/C# 프로그램 역량...
https://kr.indeed.com/viewjob?jk=dd75ace6cb366385,new경영전략/Data Scientist 경력인재 - 글로벌 우량대기업,서울,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터시각화디자이너|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=5964e895e5eaa8e5,백엔드 개발자,성남 분당구,,"주로 ASP.Net Core 로 개발 되어 있으며, akka.net. python, golang 으로 되어 있는 서비스들도 있기 때문에, 원하시는... asp.net core, C# 나 python 개발에 능숙 하신 분..."
https://kr.indeed.com/viewjob?jk=a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",경기도 화성,,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
https://kr.indeed.com/viewjob?jk=75c69093d9d3fd18,하이테크(대졸자 취업연계)과정 (ICT·바이오 분야),성남 분당구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=833a4d9bb5840b70,Senior Data Scientist (Korea),대한민국,,"deploy custom code in a variety of environments ( Python, SAS, R, etc.) to create predictive analytics applications. Use..."
https://kr.indeed.com/viewjob?jk=b1012381189a24e2,newUA 마케터,성남 분당구,,"이상) - ASO(App Store Optimization) 최적화 운영 경험 - 데이터 분석을 위한 Python, SQL 경험 기타사항 - 업계 최고 수준의 연봉과 보상, 변화를 선도하는 넥슨과 함께 할 여러분을 모십..."
https://kr.indeed.com/viewjob?jk=51d1df9a3cfbe418,new(주)엘솔루 R&D본부 ASR팀 개발직,서울,,"제공 [필수사항] ㆍ프로그래밍에 재능 및 열정이 있는 자 ㆍJava, Python 중 하나 이상의 언어사용자 ㆍWeb 개발능력 ㆍ리눅스 사용 경험자... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/viewjob?jk=5827e320d9e8fe58,모빌리티시스템 매니저,제주도 제주,,축한 경험이 있는 분 유관 부서와의 원활한 소통을 위한 기본적인 JSON 관리/쿼리 작성 능력을 갖춘 분 Python을 능숙하게 사용할 수 있는 분 대용량 / 실시간 데이터 처리 아키텍처 구축과 관련된 직간접적인 경험을 보유...
https://kr.indeed.com/viewjob?jk=39e827a8a7606cc6,Analog Verification Engineer,대한민국,,"design tool set. Programming / scripting know-how, e.g., Python, skill, makefile or other programming script Why Join Us..."
https://kr.indeed.com/viewjob?jk=c04309036d0a44a1,바람의나라 게임프로그래머,성남 분당구,,서비스 경험이 있으신 분 - Linux 환경에서 개발 및 서비스 경험이 있으신 분 - Bash 쉘스크립트/ Python 스크립트 개발 경험이 있으신 분 - Yacc/Lex 개발 경험이 있으신 분 - Apache/PHP...
https://kr.indeed.com/viewjob?jk=a42c6ffd9e189f59,newApplication(Data Science) Engineer - Manufacturing Automatio...,대한민국,,"issues. Develop custom algorithms (R, Python, .NET) to analyze process data... algorithms (R, Python, .NET) Preferred..."
https://kr.indeed.com/viewjob?jk=d32b9a5a69437d02,야구 데이터 Specialist 모집,성남 판교역,,통계적 분석을 통한 문제해결능력을 가진 분 * 통계적 분석을 위한 언어에 대한 높은 활용도(R 또는 Python선호) * 2021 KBO 경기 일정에 맞춰 근무가 가능한 분 * 원활한 커뮤니케이션 능력 우대사항 * 트래킹...
https://kr.indeed.com/viewjob?jk=054af81ecad81afd,new2021년 상반기 정보보안 엔지니어 - 악성코드 파트,서울 금천구,"연봉 30,000,000원 - 60,000,000원","Top 10에 대한 설명과 구현/조치 가능 - 국내 컴플라이언스 대응 경험(주요정보통신기반시설 가이드 등) - Python 활용자 - Kali 및 Metasploit 경험자 - 군필자, 경력자, 관련 학과 졸업자 우대 인터넷..."
https://kr.indeed.com/viewjob?jk=50a2ea4efa470d4c,[IT운영팀] RPA 기획 설계 경력직 채용,서울,,"RPA 이해도 上 및 활용 제안 knowledge •UiPath (타 SW경험 가능), Python 이해 및 활용 •Java, Javascript, SQL 기본이해 •DT Trend / Insight 0 본사(63빌딩..."
